PRG,County,Use,Address,City,State,TAX ID ,Tax ID ,Map/ Grid/ Parcel,Legal Desc.,Grantor,Grantee,Sale Date,Deed,Property Rights,Conditions at Sale,Time on Market,Sale Price,Price/GBA,Vacancy,NOI,CAP RATE,LAND SIZE (SF),GBA (SF),YEAR BUILT,Parking,Zone,Utilities,APT ONLY,APT ONLY,APT ONLY,APT ONLY,Comments
01-2011-VAC-020,Frederick,Vacant Land,94 Wormans Mill Court,Frederick,MD,2,143607,67C/8/1146,Lot 4/Section 1/Plat 2/Wormans Mill,"94 Wormans Mill, LLC","DNK Health Properties, LLC",3/3/2022,15764/345,Fee Simple,Arms-Length,759,"$525,000.00 ",,,,,"56,976",,,,M1,All Available,,,,,"Purchaser is planning to construct a two-story laboratory with approximately 15,000 square feet of gross building area.  Property had site plan approval at the time of sale."
01-2011-VAC-021,Frederick,Vacant Land,Monocacy Boulevard,Frederick,MD,2,604287/604288,67I/12/1355,Parcel E & F Monocacy Boulevard/Plat Book 73/Page 35,City of Frederick,NRP Monocacy LLC,3/4/2022,15769/338,Fee Simple,Arms-Length,"1,095+","$4,300,000.00 ",,,,,"1,187,881",,,,PB,All Available,,,,,"Purchaser is planning to construct a 300,000 SF distribution facility on site.  Comprehensive plan for the site is industrial and the City of Frederick is completing a small area plan for the neighborhood in the near future."
01-2022-VAC-001,Washington,Vacant Land,Western Maryland Parkway,Hagerstown,MD,24,4953,37/20/821,21.436 Acres/Northwest side of Western MD Parkway,ACH LLC,GVP Hagerstown LLC,12/29/2021,6883/248,Fee Simple,Arms-Length,84,"$2,200,000.00 ",,,,,"933,752",,,,HI,,,,,,"Property is currently in Washington County and zoned HI (Highway Interchange) however, to obtain full water/sewer access property needs to be annexed into the City of Hagerstown. Site is contiguous to city limits and is in their annexation plans. Future anticipated city zoning would be their ""I-MU"" (Industrial-Mixed Use) district.  Owner is planning to construct a warehouse onsite."
01-2011-01000-001,Frederick,Apartment,30 West All Saints Street,Frederick,MD,2,21412,417/ 3/ 664A,Lot 30' x 80' West All Saints Street Frederick,Hill Street Holdings LLC,Duke Real Estate Investments LLC,12/2/2021,15533/497,Leased Fee,Arms-Length,N/A,"$650,000.00 ",$168.74 ,0.00%,"$39,661.00 ",6.10%,"2,400","3,852",1920,Parking for 4 spaces,DB,All available,6,20,"$108,333.33 ","$32,500.00 ","The property consists of a residential apartment building that has three 1-bedroom/1-bathroom units, two 2-bedroom/1-bathroom units and one efficiency.  The building is three-story fame building that has a gross building area of 10,433 square feet and a total of 20 rooms."
01-2011-01000-002,Frederick,Apartment,700 Motter Avenue,Frederick,MD,2,99969,417/3/664A,Lot 29' x 150' Frederick,Lois K. Roderick,"Marsh (50%), Clouse (25%), Varros (25%)",1/28/2022,15712/234,Leased Fee,Arms-Length,35,"$625,000.00 ",$136.61 ,0.00%,"$42,482.00 ",6.80%,"2,400","4,575",1920-1970,2 spaces (.22/unit),DB,All available,9,24,"$69,444.44 ","$26,041.67 ","The property consists of a residential apartment building that has four 1-bedroom/1-bathroom units, one 3-bedroom/1-bathroom unit and 4 efficiencies.  The building is two-story frame building that has a gross building area of 4,575 square feet and a total of 24 rooms."
01-2011-01000-003,Frederick,Apartment,37 Winchester Street,Frederick,MD,2,113082,77B/17/860A,Lots 17&18 70'x13' 37 Winchester Street Frederick,Donald E. Wilkens (Trustee),AZ LLC,7/29/2021,15316/25,Leased Fee,Arms-Length,45,"$576,000.00 ",$162.07 ,25.00%,"$45,500.00 ",7.90%,"9,240","3,554",1969,10 spaces (2.5/unit),DR,All available,4,18,"$144,000.00 ","$32,000.00 ",The subject property consists of a residential apartment building that has four 2-bedroom/1-bathroom units.   The building is two-story frame and includes a total of 18 rooms.
01-2011-01000-004,Frederick,Apartment,313 North Market Street,Frederick,MD,2,102161,67H/16/1549,"Lot 5,780 square feet/305-317 North Market Street",Market Street Partnership,Michael and Natalie Westbrook,6/21/2021,15000/168,Leased Fee,Arms-Length,N/A,"$1,575,000.00 ",$150.96 ,20.00%,"$108,550.00 ",6.90%,"5,780","10,433",1900,None,DB,All available,10,43,"$157,500.00 ","$36,625.00 ","The subject property consists of a residential apartment building that has four 1-bedroom/1-bathroom units, five 2-bedroom/1-bathroom units and one 3-bedroom/2-bathroom unit located at 313 North Market Street within Frederick City.  The building is three-story building that has a gross building area of 10,433 square feet and a total of 43 rooms."
01-2011-01000-005,Frederick,Apartment,265 West Patrick Street,Frederick,MD,2,122472,77B/2/199B,"Lot 7,245 square feet/265 West Patrick Street",Duane Calhoun (Trustee),West Patrick Street Apartments LLC,9/17/2020,14078/489,Leased Fee,Arms-Length,96,"$615,000.00 ",$198.13 ,25.00%,"$123,000.00 ",6.60%,"7,245","3,104",1900,6 spaces (1/unit),DB,All available,5,20.5,"$123,000.00 ","$30,000.00 ","The subject property is improved with a two-story residential apartment building that has approximately 3,104 square feet of gross building area which was, according to Frederick County’s land records originally constructed in 1900. The building includes five residential apartment units – one unit include two bedrooms and four include one bedroom. "
01-2011-01000-006,Frederick,Apartment,2 James Street,Frederick,MD,2,21153,417/00/1196H,Lot 7A Saratoga,James Street Limited Partnership,Michael and Shirnavaz Morelli,4/4/2020,13693/170,Leased Fee,Arms-Length,Not available,"$1,320,000.00 ",$86.82 ,0.00%,"$154,710.00 ",7.00%,"41,200","15,204",1983,29 spaces (1.93/unit),DB,All available,15,64.5,"$88,000.00 ","$20,465.12 ","The subject property is improved with a Class D multi-family residential walk-up apartment building.  The three-story building was originally constructed in 1983 and includes approximately 15,204 square feet of gross building area and 13,959 square feet of net leasing area, this results in an efficiency ratio of 91.4%.  The building has 15 residential apartments – three one-bedroom/one-bath room units and twelve two-bedroom/one bath-room units.  "
01-2022-VAC-002,Washington,Vacant Land,55 West Oak Parkway,Hagerstown,MD,10,065011/018757,57/3/635&177,West Oak Drive/Religious Publishing Organization,Review Herald Publishing Company,Hagerstown Industrial Properties LLC (Johnson Dev. Associates,6/28/2021,6677/431,Fee Simple,Arms-Length,Not available,"$14,250,000.00 ",,,,,"5,512,082",,,,HI,,,,,,"Developer is planning two warehouse buildings with a total of 1.8 million square feet (Building 1: 600K; Building 2: 1.2MM).  The proposed buildings will include 97% warehouse space and 3% office.  Site plan approved at the time of sale, completion scheduled for 2Q 2023."
01-2011-30600-024,Frederick,Mixed,401-405 North Market Street,Frederick,MD,2,110717/110733/110725/110601/1110687,67H/16/1613 & 1614,"Lots 1, 2, 3 & 4",Frederick 1886 LLC,Golden Capital LLC,1/11/2022,15651/125,Leased Fee,Arms-Length,353,"$1,300,000.00 ",$124.35 ,0.00%,"$92,669.00 ",7.13%,"10,931","10,545",1886,No parking available.,DB,All available,,,,,"The property is improved with a three-story mixed-use building that has approximately 10,454 square feet of gross building area.  The structure includes two buildings – one located at 401 North Market and the other located at 405 North Market – that were combined years ago.  The building located at 401 North Market was originally constructed in 1875 and 405 North Market was constructed in 1881, based on information in Frederick County's land records.  The first floor includes three retail tenants and an area leased for storage.  The second and third floor includes four residential apartments.  Building was 100% occupied at the time of sale and was in below average condition."
01-2011-17000-002,Frederick,Auto Sales/ Service,20 Creamery Way,Emmitsburg,MD,5,183170,8F/6/1896,Lot 2B/1.11 Acres/Emmitsburg East Industrial Park,"William Kuhn, Jr.",Bueso Forman & Myers Emmitsburg LLC,6/22/2021,15009/226,Fee Simple,Arms-Length,28,"$670,000.00 ",$111.67 ,N/A,N/A,N/A,"48,352","6,000",2002,15 Vehicle spaces,IP,All available,,,,,"Sold to existing car repair service (Dynamic) who will continue auto repair business from this location.  The sale price ($700,000) including approximatley $30,000 for personal property (lifts, etc.) that were part of the sale.  Net sale price for the real estate was $670,000."
01-2011-50000-020,Frederick,Warehouse/ Flex,3955 Dartmouth Court,Frederick,MD,1,36832,94/7/96,Lot 4/Section 3/3.81 Acres/Stanford Industrial Park,PGH Properties,CFS 720 NE LLC (Duffie Company),1/18/2022,15663/328,Fee Simple,Arms-Length,47,"$1,650,000.00 ",$170.45 ,100.00%,N/A,N/A,"165,964","9,680",2003,20 Vehicle spaces,LI,Private,,,,,"Purchased by Duffie Company who are using building for their facilities management company.  Warehouse has approximately 8,000 square feet, remainder is office.  Warehouse center span is 20', eaves span 16'.  Condition slightly above average at the time of sale and had been vacant for several months prior to sale. "
01-2011-50000-021,Frederick,Warehouse/ Flex,108 North Carroll Street,Thurmont,MD,15,336232,19E/24/1946,1.19 Acres/Town of Thurmont,Valerie Teske,B & T Boyd Properties LLC,6/17/2021,14998/109,Leased Fee,Arms-Length,23,"$565,000.00 ",$47.04 ,0.00%,N/A,N/A,"51,836","12,012",1950,Onsite parking available,I1,All available,,,,,"The property is improved with one-story flex building (office/storage building), which consists of approximately 12,012 gross square feet of building area.  Approximately 1,481 square feet (12%) is finished office space.   Approximately 5,100 square feet of the building is leased, with the remaining portion of the building used by the current owner. Property sold with required roof repair (cost: $112,000).  Property purchased by contractor who will continue leasing "
01-2011-VAC-022,Frederick,Vacant Land,801 East Church Street,Frederick,MD,2,218402,67F/15/1357,East Church Street,"Schley Farm Partnership Trust, LLC",SJP Monocacy Investors LLC,11/2/2020,14227/8,Fee Simple,Arms-Length,"1,825+","$7,500,000.00 ",,,,,"3,246,091",,,,M1/GC,All available,,,,,Purchaser (St John's Properties) purchased without approvals.  Post-purchase the new owner is pursuing flex and retail development with Frederick City.
01-2011-VAC-023,Frederick,Vacant Land,1730 Monocacy Boulevard,Frederick,MD,2,244179,68A/13/172,Lot 25B Riverside Corporate Park,Monocacy Commercial LLC,M&G Realty Inc.,2/20/2020,13539/106,Fee Simple,Arms-Length,N/A,"$2,500,000.00 ",,,,,"226,076",,,,MXE,All available,,,,,Rutter's purchased site with approvals to construct convenience store and vehicle fueling facility.
01-2011-30600-025,Frederick,Mixed,501 South Market Street,Frederick,MD,2,93359,77B/16/156A,Lot 14' x 160' S. Market Street/Frederick,Gibson Stanley LLC (Trustee),501 South Market LLC,3/14/2022,15789/370,Leased Fee,Arms-Length,N/A,"$715,000.00 ",$231.69 ,100.00%,N/A,N/A,"2,240","3,086",1881,Four spaces on site,DB,All available,,,,,Building was extensively renovated in 2019.  First floor retail was improved (electric/plumbing) to accommodate a hair salon.  Second floor apartment includes two bedrooms and two full restrooms.  Purchased from trustee -- active sale process -- several organizations/persons placed bids.
01-2014-VAC-005,Howard,Vacant Land,3600 Shady Lane,Glenwood,MD,4,353358,21/ 11/ 8,,Colvin,Laurel Auto House,4/23/2019,18646/ 328,Fee Simple,Arms-Length Vacant,147,"$370,000.00 ",,,,,"2,145,766",,,,RCDEO,All Private,,,,,"At the time of sale, there was a paddock, barn, and stable and shed in poor condition with little value given at the time of sale. The property is placed under preservation under Howard County government."
01-2007-50000-004,Carroll,Warehouse/ Flex,1824 Ridge Road,Westminster,MD,7,5946,51/ 16/ 76,"Lot 33,326 SF/ Warefieldsburg",Post and Wellen Properties LLC,1824 Ridge Road LLC,10/9/2019,9438/ 493,Leased-Fee,Arms-Length,Unknown,"$525,000.00 ",$63.41 ,Unknown,Unknown,Unknown,"33,236","8,279",1948,Onsite parking available,C,All Available,,,,,"This building includes both professional office space and warehouse space. The parking lot can accommodate 30+ vehicles. Includes large residential apartment on the 2nd floor, currently leased month to month."
01-2007-50000-005,Carroll,Warehouse/ Flex,Englar Road (200 Baltimore Blvd),Westminser,MD,7,143362 & 113684,103/ 20/ Lot 1 & Tract 3,Englar Industrial Tract,"Goodwill Industries of Monocacy Valley, Inc",GW West LLC,10/1/2020,9878/ 4,Leased-Fee,Arms-Length Multiple,Unknown,"$4,900,000.00 ",$142.36 ,0.00%,"$329,515.00 ",6.72%,"228,468","34,420",1960,Onsite parking available,B,All available,,,,,"Lot 1C is improved with a one-story warehouse/flex building that has approximately 34,420 square feet of gross building area. The building includes warehouse area, showroom, and offices. According to Carroll County land records, the building was originally constructed in 1960 and it appears to have been modified and added onto several times since the original construction. Tract 3 is vacant."
01-2007-VAC-006,Carroll,Vacant Land,Wedekind Drive,Sykesville,MD,14,53611,Lot 4,South Carroll Gateway Industrial Park,SS97 LLC,Austin Limits LLC,6/28/2019,9334/ 437,Fee Simple,Arms-Length Vacant,Unknown,"$425,000.00 ",,,,,"152,024",,,,Industrial,All available,,,,,Industrial property located at the terminus of Wedekind Drive with no access frontage along Maryland 97 in Southern Carroll County.
01-2007-VAC-007,Carroll,Vacant Land,Liberty Road,Sykesville,MD,14,432079,Lot 20,"Long Reach Farms, Inc.","Long Reach Farms, Inc.","Stavlas Properties, LLC",6/25/2019,9329/ 169,Fee Simple,Arm's-Length Vacant,Unknown,"$725,000.00 ",,,,,"286,760",,,,C-2,All Private,,,,,Commercial property located along Maryland Route 26 (Liberty Road) just west of Sykesville.
01-2001-50000-001,Allegany,Warehouse/ Flex,1 James Day Drive,Cumberland,MD,22,17276,105/ 9/ 7099/ Lot 2,James Day Dr Tracts 3-4,Jmaes Day Drive LLC,"K&S Capital, LLC",3/10/2021,2638/ 279,Leased Fee,Arms-Length Multiple,Unknown,"$2,500,000.00 ",$89.25 ,0.00%,"$204,074.00 ",8.16%,"513,137","28,010",1945,Onsite parking available,R-E,Public,,,,,"The subject property is improved with an office/warehouse building that includes approximately 28,010 square feet of gross building area. According to Allegany County land records, the building was originally constructed in 1945. There is also a two-bay concrete block garage building. The site is also improved with an asphalt-paved parking area, concrete sidewalks, sixfoot- high security fence, and perennial landscaping."
01-2007-50000-006,Carroll ,Warehouse/ Flex,1300 Tech Court,Westminster,MD,7,153686,113/ 17/ 4836,West Branch Trading Center,1300 TC LLC,CDRP LLC,1/3/2020,9526/ 50,Fee Simple,Arm's-Length,Unknown,"$1,162,500.00 ",$143.52 ,0.00%,Unknown,Unknown,"86,497","8,100",2008,Onsite parking available,IR,All available,,,,,"The subject property is improved with a class S metal clad office/warehouse building that has approximately 8,100 square feet of gross building area. According to Carroll County land records the subject property was constructed in 2008. Approximately 1,740 square feet (21%) has been finished out as office space and remaining space a storage warehouse. The property was in good condition, and there was no deferred maintenance noted at the time of sale."
01-2007-VAC-008,Carroll ,Vacant Land,Candice Drive,Mt. Airy,MD,13,432284,70/ 16/ 231,Sterling Glen Resub,Roberts Property LLC,Lori Rose,10/30/2019,9462/ 232,Fee Simple,Arm's-Length Vacant,8,"$150,000.00 ",,,,,"24,239",,,,R2,All available,,,,,Property purchased as vacant and has been approved for one residential lot. Plat recorded at time of sale. Site provided by public water and sewer.
01-2017-70000-002,Prince George,Daycare,10925 Indian Head Highway,Fort Washington,MD,5,382218,123/ B4/ 158,Near Silesia,Glen Care LLC,10925 Indian Head Highway LLC,12/19/2019,42916/ 137,Fee Simple,Arm's-Length,Unknown,"$1,170,000.00 ",$180.44 ,0.00%,Unknown,Unknown,"86,684","6,484",1985,Onsite parking available,I-3,All available,,,,,"Day care facility originally constructed in 1985 with approximately 6,484 square feet of gross building area. Property was in good condition at time of sale."
01-2011-70000-001,Frederick,Daycare,35 E Frederick Street,Walkersville,MD,26,510643,851/ Parcel 1190/ Lot 1,Colony Village,Ausherman Family Trust,PMGS LLC,1/9/2019,12791/ 368,Leased Fee,Arms-Length,Unknown,"$1,000,000.00 ",$210.72 ,0.00%,Unknown,Unknown,"32,234","4,746",1985,Onsite parking available,B1,All available,,,,,"Day care facility originally constructed in 1985 with approximately 4,746 square feet of gross building area. Property was in good condition at time of sale."
01-2005-VAC-001,Calvert,Vacant Land,235 Town Square Drive,Lusby ,MD,1,232185,43/ 13/ 240,Lusby Town Square,George Mathews & Associates,"Lusby Venture MD, LLC",2/20/2020,627/ 846,Fee Simple,Arms-Length Vacant,357,"$633,352.50 ",,,,,"291,416",,,,TC,All available,,,,,Property was level but undeveloped at the time of sale. Property is located in commercial area of Lusby. Purchaser plans to develop for commercial uses.
01-2019-VAC-002,Saint Mary's,Vacant Land,30500 Potomac Way,Charlotte Hall,MD,5,30307,1/ 16/ 131,North Indian Creek Estates,"Charlotte Hall Yard, LLC",SKG Investments LLC,5/20/2019,5082/ 150,Fee Simple,Arms-Length Vacant,215,"$589,000.00 ",,,,,"233,917",,,,TMC,All available,,,,,Property was level and 100% wooded but undeveloped at the time of sale. Property is located in commercial area of Charlotte Hall. Purchaser plans to develop for commercial uses.
01-2009-VAC-003,Charles,Vacant Land,Cooksey Road,LaPlata ,MD,4,4868,56/ 7/ 5,,Fauce,Napier,7/20/2020,11232/ 427,Fee Simple,Arms-Length Vacant,Unknown,"$365,000.00 ",,,,,"4,451,963",,,,AC,All Private,,,,,Property included 102.2030 Acres with subdivision potential.
01-2009-VAC-004,Charles,Vacant Land,Dubois Road,Charlotte Hall,MD,4,27922,66/ 2/ 9,,"Dream Builders, LLC",Sappington,7/6/2020,11209/ 9,Fee Simple,Arms-Length Vacant,Unknown,"$500,000.00 ",,,,,"5,543,446",,,,AC,All Private,,,,,Property included 127.26 Acres with subdivision potential.
01-2011-01000-007,Frederick,Apartment,123 East Eighth Street,Frederick,MD,2,17393,414/ 2/ 906C,"LOT 69,699 SF Rear East 8th Street",Janice A. Walsh,"Eighth Street Court Apartments, LLC",4/18/2019,12224/ 478,Leased-Fee,Arms-Length,Unknown,"$2,700,000.00 ",$68.81 ,0.00%,"$154,710.00 ",5.73,"69,696","39,240",1975,Onsite parking available,R8,All available,36,162,"$75,000.00 ","$16,666.67 ",The 3 floor apartment building is located on a panhandle lot north of Eighth Street.  
01-2011-80000-002,Frederick,Church,503 Brunswick Street,Brunswick,MD,25,468104,92G/ 19/ 698,503 Brunswick St,First Church of God of Brunswick,Iglesia Pentecostes De Leesburg,5/6/2020,13711/ 378,Fee Simple,Arms-Length,Unknown,"$190,000.00 ",$52.84 ,0.00%,Unknown,Unknown,"7,200","3,596",1925,Onsite parking available,R-1,All available,,,,,"The subject property is improved with a one-story religious congregation building containing approximately 3,596 square feet of gross building area.  The original portion was built in 1925 and is solid brick construction with stone masonry foundation.  This portion includes the sanctuary with 140-person capacity, basement storage, and entrance foyer.  The addition is concrete slab and contains two restrooms, a classroom, and community room containing a full kitchen.  The roof was replaced within the past three years and is sloped asphalt shingle.  The veneer is a combination of brick and siding.  Interior finishes include a combination of carpet and vinyl plaster, drywall, and wood paneling walls, and drywall ceilings.  The property has central air conditioning with dual air units and an oil furnace.  Overall, the property is in average (-) condition with little deferred maintenance noted.    "
01-2011-80000-003,Frederick,Church,3-5 East Second Street,Frederick,MD,2,41790,414/ 4/ 452B,"L 471/2X66 CHURCH, 3-5 E. SEC. ST. ","Covenant Family Chapel, Inc. ","The Frederick Arts Council, Inc.  ",11/19/2019,13356/ 198,Fee Simple,Arms-Length,84,"$510,000.00 ",$85.33 ,0.00%,Unknown,Unknown,"3,135","5,977",1900,No onsite parking,IST,All available,,,,,"The subject property includes a total of 3,135 square feet of land which is located along East Second Street.   The improvement is a religious congregation building that includes approximately 5,977 square feet of gross building area.  Off-street parking was advertised but does not currently have parking. Purchaser (Frederick Arts Council) plans to utilize classrooms for administrative use and the congregation for art related public uses. "
01-2011-20000-001,Frederick,Special Purpose,700 Rosemont Ave,Frederick,MD,2,57816,67H/ 7/ 271/ Lot 8,,Vona,Lea,1/22/2021,14481/ 309,Fee Simple,Arms-Length,Unknown,"$1,075,000.00 ",$187.71 ,0.00%,Unknown,Unknown,"28,400","5,727",1925,Onsite parking available,R6,All available,,,,,"The subject property contains a detached Georgian colonial stone residence containing approximately 5,727 square feet of gross building area.  The house was constructed in 1925 according to Frederick County Land Records.  The house rests on stone masonry, a combination of wood and stone construction, with a sloped asphalt shingle roof.  The interior contains an unfinished basement.  The property contains seven bedrooms, three full bathrooms, and two half bathrooms.  Overall, the property is very well maintained and considered very good condition.  "
01-2022-17000-001,Washington,Auto Sales/ Service,1390 Dual Highway,Hagerstown,MD,10,20417,50/ 13/ 524,,"Hagerstown Muffler, Inc.",CCC Real Estate Holding,4/2/2020,9574/ 504,Fee Simple,Arms-Length,Unknown,"$600,000.00 ",$102.60 ,0.00%,Unknown,Unknown,"28,800","5,848",2000,Onsite parking available,BG,All available,,,,,
01-2007-17000-001,Carroll,Auto Sales/ Service,3397 York Street,Manchester,MD,6,39456,401/ 5/ 3735,,L&I LLC,Timothy and Donna Logsdon,2/21/2020,9574/ 504,Fee Simple,Arms-Length,180,"$175,000.00 ",$68.63 ,0.00%,Unknown,Unknown,"14,612","2,550",1958,Onsite parking available,GC,All available,,,,,Auto service building with six service bays and office/reception area.  Building was in below average condition at the time of sale.
01-2011-01000-008,Frederick,Apartment,100 East Church Street,Frederick,MD,2,87383,414/ 4/ 282B,,Musser,"East Church Gardens, LLC",11/4/2019,12607/ 275,Leased Fee,Arms-Length,96,"$1,200,000.00 ",$174.75 ,0.00%,Unknown,Unknown,"11,222","6,867",1800,No onsite parking,DB,All available,8,27,"$150,000.00 ","$44,444.44 ","The subject property is improved with an eight-unit apartment building containing approximately 6,867 square feet of gross building area.  The building is stone masonry foundation with brick construction.  The building is improved with eight- one bedroom and one-bathroom apartment units.  This building, according to Frederick County land records, was originally constructed in 1800.  This property was zoned Downtown Business at the time of sale.  "
01-2011-VAC-024,Frederick,Vacant Land,499 West Patrick Street,Frederick,MD,2,96323,471/ 2/ 257B,,"Robert Cox Enterprises, LLC",RE Deal 2 LLC,4/1/2020,13627/ 144,Fee Simple,Arms-Length,Unknown,"$1,050,000.00 ",,,,,"27,443",,,,DB,All available,,,,,"At the time of sale, the subject property was improved with a former auto service building that includes approximately 2,095 square feet of gross building area.   "
01-2011-VAC-025,Frederick,Vacant Land,56-70 South Market Street,Frederick,MD,2,12924/ 092522/ 092530,417/ 2/ B,,6601 Suitland Raod LLC,56-70 South Market LLC,3/11/2019,12866/ 494,Fee Simple,Arms-Length,Unknown,"$1,200,000.00 ",,,,,"13,509",,,,DB,All available,,,,,"Vacant land sale on South Market Street, sold to an investor who plans to develop site into mix use.   "
01-2011-40000-005,Frederick,Professional Office,17 West Main Street,Middletown,MD,3,135330,65B/ 2/ 598,,Leatherman,Rose,11/5/2020,14239/ 58,Leased Fee,Arms-Length,Unknown,"$230,000.00 ",$74.39 ,0.00%,"$19,523.00 ",8.49%,"13,200","3,092",1910,Onsite parking available,TC,All available,,,,,"The subject property is improved with a two-story office building that has approximately 3,092 square feet of gross building area.  This building includes one office on the main level and three office suites on the second floor.  In addition, the building includes a small storage building "
01-2011-40000-006,Frederick,Professional Office,121 East Main Street,Thurmont,MD,15,324414,751/ 14/ 1638,,Helmick,Illuminating Enterprises LLC,10/19/2020,14181/ 321,Leased Fee,Arms-Length,Unknown,"$245,700.00 ",$124.59 ,0.00%,Unknown,Unknown,"13,741","1,972",1910,Onsite parking available,TB,All available,,,,,Mixed use property originally constructed in 1910.  The building consists of an office on the first floor and a two-bedroom apartment on the second floor. The building was in average condition at the time of sale.
01-2011-40000-007,Frederick,Professional Office,4253 Old National Pike,Middletown,MD,3,152537,65/ 12/ 48,,BKB Old Pike LLC,4253 Old National Pike LLC,7/11/2019,13078/ 476,Leased Fee,Arms-Length,76,"$535,000.00 ",$114.32 ,0.00%,Unknown,Unknown,"114,121","4,680",1890,Onsite parking available,GC,All available,,,,,"Two story office building originally constructed in 1890.  Property included four units at the time of sale, owner-user purchase"
01-2011-40710-010,Frederick,Office Condo,"4509 Metropolitan Court, Unit B",Frederick,MD,1,24442,86/ 15/ 223,,Dertzbough Holdings LLC,Willco Investments DJW LLC,11/1/2019,13315/ 201,Leased-Fee,Arms-Length,159,"$275,000.00 ",$125.28 ,0.00%,Unknown,Unknown,"2,195","2,195",1989,Onsite parking available,LI,All available,,,,,"Flex condominium with two offices, reception, breakroom, restroom and warehouse area with bay door.  Warehouse also includes 500SF mezzanine.  Condominium building originally constructed in 1989."
01-2011-30600-026,Frederick,Mixed,232 East Patrick Street,Frederick,MD,2,33585,418/ 2/ 115B,,Nixon and Culbuertson,Kocka,3/25/2020,13671/ 65,Leased-Fee,Arms-Length,606,"$445,000.00 ",$183.13 ,0.00%,Unknown,Unknown,"4,710","2,430",1910,No onsite parking,DB,All available,,,,,"The property is a mixed use: retail and residence containing a total of 2,430 SFGBA.   No off street parking.  The property was considered fair condition at the time of sale.  "
01-2011-VAC-026,Frederick,Vacant Land,10422 Coppermine Road,Woodsboro,MD,11,291074,42/ 2/ 7/ Lot 3,,Patrick,Crome,12/9/2019,13387/ 172,Fee Simple,Arms-Length Vacant,503,"$205,000.00 ",,,,,"351,965",,,,A,All private,,,,,"Property had approved perc and well at the time of sale.  New owner constructed two story residence with 3,358 square feet of gross building area in 2020. "
01-2011-VAC-027,Frederick,Vacant Land,5018 Old Swimming Pool Road,Frederick,MD,24,589627,76/ 2/ 204/ Lot 2,Hines Division,Hines,Stein,11/13/2019,13338/ 138,Fee Simple,Arms-Length Vacant,540,"$122,500.00 ",,,,,"295,337",,,,A,All private,,,,,Wooded lot with approved perc and well at the time of sale. 
01-2011-30600-027,Frederick,Mixed,4 East Main Street,Thurmont,MD,15,330422/ 330414,752/ 17/ 1657,Thurmont,DJ & R Properties,"17 Miles Pontiac, LLC",2/24/2020,13545/ 324,Leased Fee,Arms-Length,Unknown,"$400,000.00 ",$94.50 ,0.00%,"$31,000.00 ",7.75%,"2,927","4,233",1890,No onsite parking,TB,All available,,,,,Mixed use property originally constructed in 1890.  The building consists of an office and four residential apartments on the upper floors. Two of the units are two-bedrooms and two are one-bedroom units.
01-2011-30600-028,Frederick,Mixed,3526 Worthington Blvd,Frederick,MD,7,244223,96/ 249/ Lot 1317,Villages of Urbana,Sunset Keys Properties LLC,ELFA Properties LLC,8/31/2020,14025/ 147,Leased Fee,Arms-Length,Unknown,"$650,000.00 ",$237.57 ,0.00%,Unknown,Unknown,"1,904","2,736",2007,Onsite parking available,PUD,All available,,,,,"Mixed Use three-story building constructed in 2007.  First floor retail, second floor office and third floor 1 Bed/ 1 Bath residential apartment.  Property was in good condition at time of sale."
01-2011-30600-029,Frederick,Mixed,7025 Baltimore National Pike,Frederick,MD,24,445186,66E/ 20/ 648,W/ Bowers Road,Iglesia De Restauracion,Edward Investments,12/4/2020,14330/ 419,Fee Simple,Arms-Length,Unknown,"$300,000.00 ",$187.03 ,0.00%,Unknown,Unknown,"93,920","1,604",1890,Onsite parking available,GC,All available,,,,,"The site is improved with a single-family residential building, a workshop, and two small storage buildings.  According to Frederick County land records, the residential building was originally constructed in 1890.  After the purchase in 2012, the current owners added a worship room to the back of the building and an entrance room along the east site of the building.  This addition, as well as plumbing and electrical work, were completed without permits from Frederick County.  This resulted in a building case filed (#9313) filed by Frederick County to address these issues.   "
01-2011-VAC-028,Frederick,Vacant Land,9797 Hansonville Road,Frederick,MD,20,408405,48/ 5/ 287/ Lot 2,Williar,Kenneth W. Klipp LLC,JAG Reclaim LLC,10/30/2020,14220/ 161,Fee Simple,Arms-Length,Unknown,"$300,000.00 ",,,,,"113,256",,,,GC,All Private,,,,,Vacant site purchased with no approvals.  Purchaser plans to use as an equipment storage yard.
01-2011-17000-003,Frederick,Auto Sales/ Service,1631A Jefferson Pike,Knoxville,MD,12,288344,92/ 3/ 11,,Stokes,"1631A Jefferson Pike, LLC",1/3/2020,13440/ 25,Fee Simple,Arms-Length,Unknown,"$365,000.00 ",$111.11 ,100.00%,Unknown,Unknown,"43,560","3,285",1953,Onsite parking available,VC,All Private,,,,,"The subject property is currently improved with a one-story auto service building that includes approximately 5,848 gross square feet of building area.  Building included 10 service bays, office, reception and restrooms.  The building is concrete block and steel construction.  The roof appears to be sloped asphalt shingle over wood trusses.  At the time of the sale, the subject property was vacant."
